id,name,tagline,domain,Location,Investors,Employees (Current),Employees: Growth YoY (%),Investment Stage,Last Funding Amount (USD),LinkedIn Profile (Founders/CEOs),In Energize Affinity,Affinty ID
735e03d1-5492-4bb3-81c6-83238587b958,Rice Acquisition,SPAC targeting the Energy Transition space,ricespac.com,,,,,,,,False,283182110
58b8b65c-174f-4a0d-a290-51d01168a480,Ride Report,Micro-mobility management tool for cities,ride.report,"Portland, Ore",,,,,,,False,161116367
f8742946-d6fa-4e32-8e92-dca1b680d209,Ride1UP,E-bike maker,ride1up.com,"San Diego, California",Ecosystem Integrity Fund,14.0,-6.67,Series A,6500000.0,"['Daniel Urbino (CEO): https://linkedin.com/in/daniel-urbino-a875ba22', 'Kevin Dugger (Founder): https://linkedin.com/in/kevin-dugger-199b67181']",True,278761979
5ff3a69d-d773-4ea6-9c1e-9f00f08a7f64,Ridecell,Fleet management software maker,ridecell.com,"San Francisco, California","['Denso', 'Deutsche Bahn', 'BNP Paribas', 'U.S. Small Business Administration.', 'Penske', 'Sony Innovation Fund', 'Khosla Ventures', 'Fort Ross Ventures', 'Solasta Ventures', 'Cox Automotive', 'Activate Capital', 'Mitsui', 'DENSO', 'Initialized Capital', 'LG Technology Ventures', ""Munich Re Venture's ERGO Fund"", 'Mark Platshon', 'Mehul Nariyawala', 'Gokul Rajaram', 'Navneet Dalal', 'Michael Granoff', 'BMW i Ventures', 'Maniv Investments', 'Ally Ventures']",191.0,-12.39,Other,,"['Nalin Gupta (Co-founder (& Dir. of Biz Dev) of Autonomous Driving Division (Auro)): https://linkedin.com/in/guptanalin', 'Aarjav Trivedi (Founder & CEO): https://linkedin.com/in/aarjav', 'Arun Elangovan (CoFounder): https://linkedin.com/in/arunelangovan']",True,1541946
8cff13e3-859c-400b-9ee3-147f5386ad38,Ridepanda,"Online seller of e-bikes, e-scooters, and e-mopeds",ridepanda.com,"San Francisco, California","['General Catalyst', 'Oyster Ventures', 'Proeza Ventures', 'Porsche Ventures', 'Yamaha Motor Ventures', 'Somersault Ventures', 'Blackhorn Ventures', 'Urban Us Capital']",36.0,20.0,Other,7500000.0,"['Charlie Depman (Co-founder & CTO): https://linkedin.com/in/cdepman', 'Chinmay Malaviya (Co-founder and CEO): https://linkedin.com/in/chinmaymalaviya']",True,263339297
c39b6686-9576-4a26-b0bc-fe1e77aee2f8,RideTandem,Sustainable transportation company,ridetandem.com,"London, UK",,,,,,,False,292527717
a795123e-391b-46fc-bdd4-c43bba80f904,Ridgewood Infrastructure,Second fund for water and strategic infrastructure,ridgewoodinfrastructure.com,New York,,23.0,9.52,Investment Fund,1200000000.0,,True,131593431
9022f72a-9380-4366-8806-1640361ee3f2,rift,Iron fuel technology developer,,,,,,,,,False,Not in Affinity
3648c456-8522-48f6-abf6-37ae7336cd1e,Rimac Group,Electric sports car maker,rimac-group.com,Croatia,,,,,,,False,286912418
7e812a91-3d3a-40ff-b2f6-d39deca6b611,RIMERE,Technologies converting natural gas into hydrogen and graphene,rimere.com,"Newport Beach, CA",,,,,,,False,292536700
