id,name,tagline,domain,Location,Investors,Employees (Current),Employees: Growth YoY (%),Investment Stage,Last Funding Amount (USD),LinkedIn Profile (Founders/CEOs),In Energize Affinity,Affinty ID
35016168-68a5-4e9c-ad3c-c6aaf5f4950a,BlueRedGold,"More sustainable, indoor, automated saffron production",blueredgold.com,Sweden,,,,,,,False,285875677
835bfaf8-0415-4c96-8636-7cb67ff54f8e,bluescape opportunities acquisition,SPAC focusing on the energy and industrial sectors,,,,,,,,,False,Not in Affinity
f3ba951b-f7d8-4207-83b6-96ff97e435a6,blueshift,Electrochemical climate technology developer,,,,,,,,,False,Not in Affinity
116bb3e0-d8d1-4c2f-bbdd-9e84ed36b608,BlueSpace.ai,Autonomous driving startup focused on mass transit,bluespace.ai,"San Jose, CA",,,,,,,False,224685134
954bcc16-87cd-4a6a-972f-af19688d042a,Bluestein Ventures,Third fund for proprietary food tech,bluesteinventures.com,"Chicago, IL",,10.0,0.0,Investment Fund,45000000.0,,True,116048404
f695f7f0-d23c-4c19-808d-e4ee6d7f6e08,Bluestem Biosciences,Renewable chemicals company utilizing synthetic biology,bluestembiosciences.com,"Omaha, NB",,,,,,,False,286410606
053e8bbc-0d38-46b1-9df6-bb6aec26b1ad,bluetrace,Traceability solution for seafood harvesters,,,,,,,,,False,Not in Affinity
cb1f7320-c326-41bb-9907-d46f19d56c00,bluewhite,Developer of remote and autonomous farming technology,,,,,,,,,False,Not in Affinity
4ee7c2e0-a57e-4039-9e82-0262ee21421e,Blume Equity,Climate tech investment firm,blumeequity.com,"London, UK","['European Investment Fund', 'QIC', 'British Patient Capital']",13.0,18.18,Investment Fund,27788000.0,,True,263651206
5673ca62-419b-4f97-bf58-e62d96a47320,Bluon,Provider of an app for HVAC-R technicians and a non-HFC refrigerant,bluon.com,"Irvine, California","['Superseed Ventures', 'Ferguson Ventures', 'Ecosystem Integrity Fund (EIF)', 'MacKinnon, Bennett & Company (MKB)']",39.0,-23.53,Series B,27600000.0,Peter Capuciati (Founder + Chief Executive Officer): https://linkedin.com/in/peter-capuciati-9625b4206,True,152823810
81b549f4-a11f-4aa2-bb03-c97ccca1bab8,BluSmart Mobility,Indian EV ride-hailing company,blu-smart.com,"Gurgaon, India",,,,,,,False,223167919
00a02841-94c1-4f05-ba22-00c3682cb754,BluSmart Mobility,Electric ride hailing company,blu-smart.com,"Ahmedabad, India",,,,,,,False,223167919
e63af7d7-21f0-4a9c-ba28-f75e87836f77,bluu seafood,Cultivated seafood platform,,,,,,,,,False,Not in Affinity
d71cf41f-49a6-45bd-a29d-2cc3f1f87cd7,BluWave-ai,Grid energy optimization platform,bluwave-ai.com,"Ottawa, Canada","['Capital Angels Network', 'international private investors', 'Sustainable Development Technology Canada (SDTC)', 'OCE', 'PowerON Energy Solutions']",42.0,-4.55,Series A,9500000.0,"Paul Georges Leroux (Co-Founder, Board Advisor): https://linkedin.com/in/paulgleroux",True,209157850
c6de62a6-eb2b-4571-abcc-90bc877b6352,Bnewable,Develops battery and energy management systems for businesses,bnewable.com,Brussels,,,,,,,False,289345905
091c95f8-8655-422b-ab60-b62b01395a02,Bodhi,Solar-focused software technology company,bodhi.solar,"Austin, Texas",Clean Energy Ventures,17.0,-22.73,Seed,4000000.0,Scott Nguyễn (Co-Founder + CEO): https://linkedin.com/in/scottvinhnguyen,True,222006411
77a70240-d0f8-4f10-b3b0-5bdcf7e51768,bolder industries,"Converting end-of-life tires into petrochemicals, steel, and power",https://www.liindustries.com/,,,,,,,,False,Not in Affinity
a6f4da7f-91e6-46df-95c9-7db8c80de65c,Bolt Mobility,A platform for transportation services,micromobility.com,"Tallinn, Estonia",Rokk3r Fuel ExO,60.0,-14.29,Series A,30000000.0,"['Julia Steyn (Chief Executive Officer): https://linkedin.com/in/julia-steyn-21b35182', 'Ignacio Tzoumas (Chief Executive Officer): https://linkedin.com/in/ignacio-tzoumas-9521b48', 'Dr. Bita Sarah Haynes, Ph.D. (Co-Founder): https://linkedin.com/in/dr-bita-sarah-haynes-ph-d-580b73a', 'Bita Sarah Pishevar Haynes, Ph.D. (Co-Founder): https://linkedin.com/in/drbhaynes']",True,223973894
01f8a9e1-7e50-4edc-b1f9-e34e840afe4a,Bolt Earth,Electric vehicle charging solutions provider,bolt.earth,"Bengaluru, India","['Prime Venture Partners', 'Union Square Ventures', 'ITIGO Funds', 'others']",169.0,-15.5,Series C,20000000.0,"['Jyotiranjan Harichandan (Cofounder ): https://linkedin.com/in/jyotiranjanh', 'Mohit Yadav (Cofounder): https://linkedin.com/in/mohit-yadv']",True,285294954
dd3d175c-5113-42f4-b1de-03cff1139cba,bon vivant,Animal-free dairy proteins developer,,,,,,,,,False,Not in Affinity
