id,name,tagline,domain,Location,Investors,Employees (Current),Employees: Growth YoY (%),Investment Stage,Last Funding Amount (USD),LinkedIn Profile (Founders/CEOs),In Energize Affinity,Affinty ID
e96798af-1cfa-4ebd-bf13-0a2eb33769da,nuuve,Developer of electric vehicle-to-grid projects,,,,,,,,,False,Not in Affinity
241ccb39-ebe7-4bae-9a4a-2b8bcfbeebfe,Nuvem9,Cloud-based business management software,nuvem9.co.uk,"São Paulo, Brazil",,,,,,,False,281197231
d7be1046-3364-48fe-9e7b-bcc50a30b5ef,Nuventura,Sustainable switchgear technology firm,nuventura.com,"Berlin, Germany",,,,,,,False,125885455
345ebe83-c7be-48f6-b8d4-ce3498443b6a,NuView,Earth observation company,nuviewmarketing.com,"Lake Nona, FL",U.S. Small Business Administration.,6.0,20.0,PPP Loan,150000.0,,True,262505536
c252d5fd-3763-4438-9cbc-65e912d512eb,Nuvocargo,Digital freight forwarder and customs broker,nuvocargo.com,"New York, NY",,,,,,,False,223142502
1a662061-06c0-4203-9b76-7a4826eab147,nyle systems,Heat pump water heater manufacturer,https://nylesystems.com/,,,,,,,,False,Not in Affinity
d7c3806a-8268-4d98-9bcf-63d1aa5a8e54,Nyobolt,Developer of ultrafast battery chargers,nyobolt.com,UK,,,,,,,False,265124681
82236dad-9147-4a69-8071-dce36df13911,nzero,Carbon emissions management platform,https://www.nzero.com/,,,,,,,,False,Not in Affinity
7a1c8c7f-e85c-4623-b536-1c2c284ab7cf,o9 Solutions,Supply chain planning SaaS platform,o9solutions.com,"Farmers Branch, Texas","['KKR', 'Generation Investment Management', 'General Atlantic', 'BeyondNetZero']",2933.0,0.45,Other,116000000.0,,True,1625192
25b1fb15-b022-4429-b655-d322bb473bcf,Oatly,Oat milk producer,oatly.com,Sweden,,,,,,,False,164005300
8d640207-5932-4187-82c6-d1d5baacdaf5,Oben Electric,Electric scooter developer,obenelectric.com,India,,,,,,,False,291765168
857be456-f06a-4a5a-a291-84a905d399e2,Obeo Biogas,Waste to biogas company,obeobiogas.com,"Montréal, Canada",,,,,,,False,290504044
4e5ea9b1-e600-491c-8572-0326eaf2e0b2,Observable,Maker of data visualization software,observablehq.com,"San Francisco, California","['Acrew Capital', 'Sequoia Capital']",34.0,9.68,Series B,35600000.0,,False,136326088
7541a66d-fa82-495e-aff0-3a1954405510,2-Observe,Data observability platform,observe.com,"San Mateo, CA",,,,,,,False,285295422
d1e17689-edd1-4dd0-ada5-636bed999b9d,Obviously AI,No code machine-learning platform,obviously.ai,"Berkeley, CA",,,,,,,False,162585056
75ef6191-9c11-4fdd-8913-1e38ef1be7fd,Ocean 14 Capital,Invest in sustainable ocean solutions,ocean14capital.com,Luxembourg,,,,,,,False,224720347
c24f8d33-4cf1-4d9e-b752-bbc92eba6eb0,Ocean Ledger,AI-powered coastal risk forecasting,ocean-ledger.com,"London, United Kingdom","['Ananda Impact Ventures', 'Silverstrand Capital']",7.0,75.0,Seed,900000.0,Paige Roepers (CEO & Co-Founder): https://linkedin.com/in/paige-roepers-59746117a,True,294741079
e4578a69-7349-4165-a3b2-e0686104695d,Ocean Oasis,Offshore wave-powered desalination technology,oceanoasis.co,"Oslo, Norway",,,,,,,False,268337896
189ab578-2433-44af-af15-42caa1bb766b,Ocean Rainforest,Provider of fully-traceable seaweed products,oceanrainforest.com,Faroe Islands,,,,,,,False,224823296
03eacd2f-811e-465d-998a-25d573811752,Oceano Fresco,Sustainable clam business,oceano-fresco.pt,Portugal,,,,,,,False,124899268
de6c4c89-62fd-4f54-9742-775543099545,oceanwell,Desalination and water technology developer,,,,,,,,,False,Not in Affinity
50ea4a2b-092c-4a11-a023-a3e09cde4f38,OCELL,Digital twins for forestry management,ocell.io,"Munich, Germany","['Capnamic', 'Bayern Kapital', 'AENU', 'Max Viessmann', 'Summiteer']",51.0,6.25,Series A,10000000.0,"['Christian Decher (Co-Founder): https://linkedin.com/in/christian-decher-b42077100', 'Felix Horvat (Co-Founder): https://linkedin.com/in/felix-horvat-0b5941103', 'David Dohmen (Co-Founder): https://linkedin.com/in/david-dohmen-5328508b']",True,224127561
a5abd95f-1b10-4419-ad0c-e783bdcce8c8,Ocergy,Developer of floating foundations for wind turbines,ocergy.com,"Oakland, CA",,,,,,,False,279126605
68ddfa72-6b65-49da-b051-d3333d79de40,Ocient,Data analytics software solutions provider,ocient.com,"Chicago, Illinois","['Greycroft', 'In-Q-Tel', 'OCA Ventures', 'Buoyant Ventures', 'Levy Family Partners', 'Wolf Capital Management', 'Riverwalk Capital', 'Hyde Park Angels', 'PSP Partners', 'Gaingels', 'Valor Equity Partners', 'Alumni Venture Group', 'Pritzker Group Venture Capital', 'Undisclosed', 'Massive', 'Solidigm', 'Northwestern Mutual', 'Allstate Strategic Ventures', 'Zelkova', 'Blue Bear Capital']",145.0,-2.03,Series B,132000000.0,"['George Kondiles (Co-Founder; Chief Architect): https://linkedin.com/in/george-kondiles-6b657b6', 'Joe Jablonski (Co-Founder; Chief Product Officer & Product Marketing): https://linkedin.com/in/joejablonski', 'Chris Gladwin (CEO and Co-Founder): https://linkedin.com/in/chris-gladwin-7ba42b']",True,144274729
54b3756a-ed11-4b10-a3d6-3152aaaa396a,OCO Corp,CO2 into chemicals developer,ocochem.com,"Richland, WA",,,,,,,False,213994322
9ee1fa8b-6dec-46fb-8653-bc6bfcfd2a14,Octavia Carbon,Direct air capture technology,octaviacarbon.com,"Nairobi, Kenya",,,,,,,False,286154920
f301e109-0809-45d4-9aa4-55789d71ee4c,octet scientific,Producer of battery additives,,,,,,,,,False,Not in Affinity
c94e55a4-ff7e-4dc2-916c-c3ba0a449f1b,OctoML,Startup using machine learning to optimize ML models,octoml.ai,"Seattle, WA",,,,,,,False,223749793
2641329a-fd31-4436-ad78-fdb1dcb9ddf6,Octopus Ventures,Waste management platform helping brands collect recyclable waste,octopusventures.com,Indonesia,Octopus Group,94.0,-16.07,Series A,112500000.0,"['Alliott Cole (CEO): https://linkedin.com/in/alliottcole', 'Jake Bornstein (CEO Coach / Partner Octopus Coaching Hub): https://linkedin.com/in/jake-bornstein-b27b994', 'Katy Trost (CEO Coach / Partner Octopus Coaching Hub): https://linkedin.com/in/katy-trost-349673a7', 'Carly Fordham (Founder Mentor- First Cheque Fund): https://linkedin.com/in/carly-fordham', 'Rob Day (Founder Mentor - First Check Fund): https://linkedin.com/in/rob-day-b0022720']",True,1695427
a667119f-1585-4586-a518-66b6e208c332,octopus electric vehicles,EV financing provider,,,,,,,,,False,Not in Affinity
ff2b4538-2a3b-4b16-a530-017a14961981,octopus energy,Large-scale renewable energy platform,https://ubiquitous.energy/,,,,,,,,False,Not in Affinity
5cc5223e-45e8-4d34-8428-2e4bc962cf25,Odd.Bot,Autonomous weeding robot,odd.bot,"Lelystad, Netherlands",,,,,,,False,221115738
676432a0-de27-4736-840b-8ef0ec417fd6,Odys Aviation,Making hybrid-electric vertical takeoff and landing (VTOL) aircrafts,odysaviation.com,California,,,,,,,False,284881763
16bb4b71-d134-48b3-8a55-1f3278c60709,odyssey,Emerging markets distributed energy software company,,,,,,,,,False,Not in Affinity
d7568331-d490-4328-bcfd-f9db069fdd3e,off meat,Plant based meat producer,,,,,,,,,False,Not in Affinity
41fd4b2f-1c67-4a5b-a9f7-474835d904e4,Ogre AI,Energy management system software platform,ogre.ai,"London, United Kingdom","['Verbund X Ventures', 'Mmc Vc Fund', 'Early Game Ventures', 'Soulmates Ventures', 'Sofia Angels Ventures']",10.0,0.0,Other,3000000.0,Matei Stratan (CEO): https://linkedin.com/in/matei-stratan-ab3b4a7b,True,285820765
c5d52e8b-f1e2-4075-936f-2635e7fbdb48,Ohmconnect,Provider of a residential energy flexibility platform,ohmconnect.com,"Oakland, California","['SunPower', 'Sidewalk Infrastructure Partners', 'Radicle Impact', 'Carrier', 'Citi Impact Fund', 'ClearSky', 'Japan Energy Fund', 'Floodgate', 'Elemental Excelerator', 'City Light Capital', 'TELUS Ventures', 'SIP', 'Barclays', 'Sidewalk Infrastructure Partners (SIP)', 'Jerry Yang & Jeff Chung of AME Cloud Ventures', 'Jennifer Fonstad of Aspect Ventures', 'Jim Babcock of Cthulhu Ventures', 'Mike Maples of Floodgate', 'Mark Pincus', 'Josh Cohen of City Light Capital', 'Dan Skaff and Kat Taylor of Radicle Impact']",21.0,-19.23,Series D,55000000.0,"['Cisco DeVries (Chief Executive Officer): https://linkedin.com/in/cisco-devries-9a89363', 'Curtis Tongue (Co-Founder and Chief Strategy Officer): https://linkedin.com/in/curtistongue', 'Rafael Fegueroa (Chief Executive Officer): https://linkedin.com/in/rafael-fegueroa-0867b61a3', 'Matt Duesterberg (Co-Founder / CRO): https://linkedin.com/in/duesty']",True,1666426
ff7a2b81-da1d-487e-a86d-03e58ed4a12d,ohmium,Manufacturer of PEM electrolyzers for green hydrogen,https://www.ohmiuminternational.com/,,,,,,,,False,Not in Affinity
57246259-7009-49d9-b3b5-82ac17ade3e4,Oishii Farm,Growing strawberries and tomatoes in indoor vertical farms,oishii.com,"Jersey City, New Jersey","['others', 'McWin Capital Partners', 'Mizuho Bank', 'NTT', 'Bloom8']",116.0,3.57,Series B,134000000.0,Hiroki Koga (Co-Founder & CEO): https://linkedin.com/in/hirokikoga,True,223153357
70cd072e-d5a5-4c67-96de-cf5cea884a32,Ojjo,Manufacturing solar energy foundation systems,ojjo.com,"San Rafael, California","['U.S. Small Business Administration.', 'Ajax Strategies', 'Cthulhu Ventures', 'NGP ETP', 'other investors', 'James Wallis']",14.0,-65.85,Series C,40000000.0,"['Jack West (Founder & CTO): https://linkedin.com/in/jackwestzepsolar', 'Mike Miskovsky (Founder, Board Director): https://linkedin.com/in/miskovsky', 'Daniel Flanigan (Co-Founder & Chief Operating Officer at Ojjo, Inc.): https://linkedin.com/in/danielpflanigan']",True,262765000
e3c5bf1b-03c2-4605-8831-4b7c70898c14,OKA,Carbon market insurance solutions,oka.com,"Park City, UT",,,,,,,False,1630587
1da583b9-11e9-4275-bf61-96c93e493c48,okify,Utility interface software platform,,,,,,,,,False,Not in Affinity
8ef25273-31ea-4c07-87c2-52d4cb441302,Oklo,Small modular reactors developer,oklo.com,"Sunnyvale, California",Sam Altman,109.0,31.33,Public Markets,,Jacob DeWitte (CEO and Co-Founder): https://linkedin.com/in/jacob-dewitte-90062132,True,1672776
74869376-3218-459b-8ee9-9de2ed5fdfa5,Okra Solar,Solar home systems provider for electrifying off-grid households,okrasolar.com,"None, Australia","['SDGx', 'Didendum', 'Schneider Electric', 'Smart Axiata Digital Innovation Fund', 'FMO', 'EDFI ElectriFI', 'Explorer Investments', 'One Ventures', 'King Philanthropies', 'EDFi', 'GGG', 'Autodesk Foundation']",42.0,5.0,Series A,12000000.0,"['Afnan Hannan (Co-Founder / CEO): https://linkedin.com/in/afnan-hannan-461272ba', 'Damian Veling (Co-Founder / CTO): https://linkedin.com/in/damianveling']",True,212183985
2698de91-0acd-4062-b53f-abaf8acec554,Ola Electric ,Electric scooter company,olaelectric.com,"Bengaluru, India",,,,,,,False,220430828
b2f3ffde-2953-43f1-822b-2ecc2a1e3186,Olea Edge Analytics,Edge computing company focused on the water utility industry,oleaedge.com,"Bee Cave, Texas","['Insight Partners', 'Mercury Fund', 'Ananta Family Office', 'Renewal Funds']",21.0,-4.55,Series C,35000000.0,"['Dave Pearce (Co-founder and board observer): https://linkedin.com/in/dave-pearce-71b91b3', 'David Pearce (Co-founder and board observer): https://linkedin.com/in/david-pearce-71b91b3']",True,118760101
308aa9bd-ff7b-40ee-a221-d87f0dc18eba,olocopter,Battery-powered aviation startup,https://www.volocopter.com/,,,,,,,,False,Not in Affinity
08203c91-7d1e-4b44-a98d-ab39fb62af63,Olokun Minerals,Brine mineral mining company,olokunminerals.com,"Los Angeles, CA",,,,,,,False,286228179
2815a412-141e-4e32-8bdc-9030d8044fff,Olyns,Recycling and retail media solutions company,olyns.com,"Campbell, California",Vanedge Capital,16.0,23.08,Series A,4000000.0,"['John Buchowski (Co-Founder): https://linkedin.com/in/john-buchowski-1974a68', 'Philip Stanger (Founder / CEO): https://linkedin.com/in/philip-stanger-34624532']",True,225204226
dd397a22-91ab-48b9-9cfd-ccfa5ac29775,Omeat,Producer of cultured meat from fungi,omeat.com,"Los Angeles, CA",,,,,,,False,291822977
6ff027e4-852f-4c5c-a7d3-e9abed5e1568,Omnevue,ESG performance reporting platform,omnevue.com,"London, UK",,,,,,,False,290889052
b029603c-4901-42f6-b1ec-adbf95b439b0,Omnidian,Solar energy monitoring and maintenance business,omnidian.com,"Seattle, Washington","['Activate Capital', 'National Grid Partners', 'Congruent Ventures', 'Evergy Ventures', 'Blue Bear Capital', 'IA Capital', 'Avista Corp', 'Centrica', 'HSBC Asset Management', 'WIND Ventures', 'City Light Capital', 'Energy Foundry', 'Avista Development, Inc.', 'Avista Development Inc.', 'Evergy', 'National Grid (National Grid Partners)', 'Liberty Mutual Insurance', 'Liberty Mutual Investments', 'B Capital', 'Citi Impact Fund', 'Marunouchi Innovation Partners', 'Alumni Ventures']",239.0,4.82,Series C,87000000.0,"['Mark Liffmann (Chief Executive Officer and Founder): https://linkedin.com/in/markliffmann', 'Brad Davis (CMO, Co-Founder & President, Consumer Direct): https://linkedin.com/in/braddavismarketing', ""Katelin Breck (Co-Founder, WeGu - Omnidian's DEI Group): https://linkedin.com/in/katelin-breck-50534298""]",True,114273314
fb9f7bf2-e74e-445c-afb4-3d87b4b732d8,Omnitron Sensors,Microelectromechanical systems sensors for autonomous vehicles,omnitronsensors.com,Los Angeles,,,,,,,False,225099113
cb59d96f-b896-4caa-9249-e0be873cffd1,On.Energy,Energy storage developer,on.energy,"Miami, FL","['Lombard Odier Investment Managers', 'Ultra Capital', 'Live Oak Bank', 'Phalanx Investment Partners']",92.0,-5.15,Debt,25000000.0,,True,291694155
642053f4-9188-43c0-a8b9-3f3392c9947f,One Click Lca,End-to-end sustainability software platform,oneclicklca.com,"Helsinki, Finland","['InfraVia Capital Partners', 'PSG Equity']",194.0,4.3,Other,43779200.0,Panu Pasanen (CEO & Decarbonization Evangelist): https://linkedin.com/in/panupasanen,True,219982320
bb8d461c-75f4-4414-acb6-c245af6aba78,One Concern,Resilience-as-a-service solutions provider,oneconcern.com,"Menlo Park, California","['New Enterprise Associates', 'SOMPO Holdings', 'Craig Fugate', 'Ron Conway', 'General David Petraeus', 'Dr. Judith Rodin', 'John Roos', 'Scott Sandell']",24.0,-27.27,Other,45000000.0,"['Ahmad Wani (Chief Executive Officer and Co Founder): https://linkedin.com/in/ahmadwani', 'Timothy Frank (Co Founder): https://linkedin.com/in/timothyefrank', 'Nicole Hu (Chief Technology Officer and Co Founder): https://linkedin.com/in/nicolehu1c']",True,1808190
18909524-b847-4cca-9837-d8d345ec8913,One Energy,Wind energy development business,oneenergy.com,"Findlay, OH",,,,,,,False,205545698
f2d332f0-f88c-4333-add3-ed0204b2c19e,one moto,Provider of last-mile delivery EVs,,,,,,,,,False,Not in Affinity
328ac6af-5985-41a6-9bd5-ce7dadb5fa37,onebeat,Inventory management platform,,,,,,,,,False,Not in Affinity
80bb3747-4bac-429b-8414-9975c714dd30,oned battery sciences,Enhancing the life of EV batteries,https://www.onedbattery.com/,,,,,,,,False,Not in Affinity
c20dfac2-6c55-4403-aeee-f9029d7c0ce9,Onego Bio,Animal-free egg white protein producer,onego.bio,"San Diego, California","['NordicNinja', 'Tesi', 'Maki.vc', 'Holdix', 'Turret', 'Agronomics', 'EIT Food', 'Business Finland', 'Agronomics Ltd', 'Maki VC', 'European Innovation Council (EIC) Accelerator Program', 'additional Series A investors']",44.0,25.71,Series A,14000000.0,"['Jussi J Joensuu (COO and Co-founder): https://linkedin.com/in/jussi-j-joensuu-3073b2112', 'Christopher Landowski (CTO and Co-Founder): https://linkedin.com/in/christopher-landowski-b6929356', 'Maija Itkonen 🌻 (CEO & Co-founder): https://linkedin.com/in/maija-itkonen-%F0%9F%8C%BB-25166a4', 'Maija Itkonen (CEO & Co-founder): https://linkedin.com/in/maija-itkonen-25166a4']",True,285002061
4ce684ff-7b0e-40c8-a6b3-f64065821807,Oneka Technologies,Wave-powered desalination technology provider,onekawater.com,"Sherbrooke, Canada",,,,,,,False,161798866
5b6e5d54-5b31-4cf8-916f-40c5e25b4f08,OnePak,Logistics and returns platform,onepak.com,"Boston, MA",,,,,,,False,224662372
09bdb1e6-a437-4855-a81b-25c47643d96f,OnePlanet,Solar panel recycling services provider,oneplanet.com,"Jacksonville, FL",,,,,,,False,268155090
56f64897-a912-470d-b358-71fa73c56cfd,OnePlanet Solar Recycling,Solar panel recycler,1planetrecycling.com,"Jacksonville, FL",,,,,,,False,292033698
2d3fa31c-5555-4e06-a035-357e47a8b2d7,OneRail,Manage and optimize last-mile deliveries,onerail.com,"Orlando, Florida","['CreativeCo Capital', 'Chicago Ventures', 'Bullpen Capital', 'Arsenal Growth Equity', 'ATD', 'Mana Ventures', 'Triphammer Ventures/Alumni Ventures Group', 'Ironspring Ventures', 'Trimble Ventures', 'Alpine Meridian Ventures', 'Las Olas Venture Capital', 'Piva Capital', 'Gaingels', 'Florida Opportunity Fund', 'Aliment Capital', 'others', 'eGateway Capital']",138.0,15.0,Series C,42000000.0,Bill Catania (Founder & CEO): https://linkedin.com/in/billcatania,True,283354606
628658a4-cd7b-4e25-b6cc-a932e064c286,OneThird,Food waste reduction company,onethird.io,"Enschede, Netherlands","['Invest International', 'Oost NL', 'Pymwymic Home']",22.0,37.5,Series A,3500000.0,"['Marco Snikkers (Co-founder): https://linkedin.com/in/snikkers', 'Laurens Drapers (Chief Product Officer | Co-Founder): https://linkedin.com/in/laurensdrapers']",True,265610825
0287958b-2790-4c1e-9ac9-55b2802d0356,OneTrust,Trust intelligence platform including an ESG offering,onetrust.com,"Atlanta, Georgia","['Insight Partners', 'TCV', 'Coatue', 'Sands Capital', 'Generation Investment Management', 'Franklin Templeton', 'SoftBank Vision Fund 2']",2186.0,-7.61,Series D,150000000.0,"['Kabir Barday (Founder, President, and CEO): https://linkedin.com/in/kbarday', 'Caroline Thrower (Executive Program Manager to CCO): https://linkedin.com/in/carolinethrower', 'pawel plec (Chief Executive Officer): https://linkedin.com/in/pawel-plec-a7951221b', 'Ingrum Putz (Co-Founder & CTO/CISO): https://linkedin.com/in/ingrum']",True,32362210
8f1786bd-13ef-461a-98ae-5cf19d62e3c4,Onfly,Corporate travel and expense management software platform,onfly.com.br,"Belo Horizonte, Brazil","['Tidemark', 'Endeavor Catalyst', 'Left Lane Capital', 'Cloud9 Capital']",519.0,24.76,Series B,40000000.0,Marcelo Linhares . (CEO & Co-founder Onfly): https://linkedin.com/in/marcelolinhares,True,223149643
b0c7cb0a-fad3-4b7c-b3d1-fc116ad7981a,Onsemble,Home appliance electrification platform,onsemble.com,San Francisco,,9.0,-30.77,,3132675.0,,True,292450441
eb96268b-0a9a-401f-9a4f-32628fb5fad0,OnSight Technology,Solar asset monitoring service,onsightops.com,"Folsom, California","['Stäubli', 'Moneta Ventures', 'Growth Factory']",28.0,21.74,Seed,,"['Derek Chase (CEO OnSight Technology): https://linkedin.com/in/derek-chase-5b016329', 'John Shepard, PhD (Cofounder & CTO): https://linkedin.com/in/john-shepard-phd-23612414']",True,287117247
f738dbb2-a533-4031-8df7-a7a9b12170df,OnSiteIQ,Visual documentation and risk assessment platform for construction projects,onsiteiq.io,"New York, New York","['RET Ventures', 'Interplay VC', 'Vertical Venture Partners']",40.0,-28.57,Series B,14000000.0,"['Ardalan Khosrowpour (CEO): https://linkedin.com/in/ardalankhosrowpour', 'Nicholas Muir (Senior Advisor To Chief Executive Officer): https://linkedin.com/in/nicholas-muir-aa7694b']",True,130573913
9bba6e9c-6f87-4d6e-98ce-8d66f242c0a3,onto,EV subscription startup,,,,,,,,,False,Not in Affinity
a60ef54c-7b23-4d4b-a774-f4546222c455,OnTruck,Digital road freight platform,ontruck.com,"Madrid, Spain","['LocalGlobe', 'GP Bullhound', 'OGCI Climate Investments', 'Idinvest', 'Cathay Innovation', 'Samaipata Ventures', 'Total Carbon Neutrality Ventures', 'Point 9 Capital', 'Total Energy Ventures', 'Atomico', 'La Famiglia', 'Idinvest Partners', 'Point Nine Capital', 'Point Nine Management GmbH']",44.0,-10.2,Series B,19315800.0,"['Antonio Lu Lee (Co Founder & Fleet Comunity): https://linkedin.com/in/antoniolulee', 'Javier Escribano (CPO (Chief Product Officer) & Co-founder): https://linkedin.com/in/fesja', 'Rika Christanto (Co-founder and COO): https://linkedin.com/in/rikachristanto', 'Gonzalo Parejo Navajas (Co-Founder, CMO & International Expansion at Ontruck): https://linkedin.com/in/gparejonavajas', 'Samuel Fuentes (Co-founder & CTO): https://linkedin.com/in/samuelfuentes']",True,62508379
646272ba-cb51-4155-afae-8bc6b438f98f,Ookuma Diamond Device,Diamond chips for radioactive debris remediation,ookuma-dd.com,"Hokkaido, Japan",,,,,,,False,291895552
84bf988f-0fca-4487-b7d5-7e146da16f13,oolu,Solar energy startup,,,,,,,,,False,Not in Affinity
f0f13cc9-1a42-4743-87b8-1c86745c9ce5,Oomnitza,Platform for tracking and securing digital assets,oomnitza.com,"San Francisco, CA",,,,,,,False,1588864
7dd3b8fd-4b25-480f-996c-caa5a5964a99,Oort Energy,Hydrogen electrolyzer developer,oortenergy.com,"Bristol, United Kingdom",,,,,,,False,284820897
5cd3abee-efcd-4b82-9fe8-d34dfa815518,opalia,Cell-based dairy platform,,,,,,,,,False,Not in Affinity
8fd845f8-0f34-4450-a8a1-d176de13375a,OpConnect,EV charging infrastructure provider,opconnect.com,"Tigard, Oregon","['Reinventure Capital', 'Black Founders Matter', 'Climate Impact Capital', 'The 22 Fund', 'Reinventure Capital, LP']",26.0,8.33,Debt,1500000.0,Dexter Turner (CEO): https://linkedin.com/in/dexterturner,True,146200768
d4616da9-74d8-4dda-8f63-f009308fdd21,Open Cosmos,Low Earth observation platform,open-cosmos.com,"London, UK",,,,,,,False,136320645
9a616c79-ac29-4022-8963-2cedbe9a346d,Open Forest Protocol,Open source forestation projects platform,openforestprotocol.org,"Cheseaux-sur-Lausanne, Switzerland","['Shima Capital', 'Valor Capital', 'Big Brain Holdings', 'Byzantine Marine', 'Übermorgen Ventures', 'Not Boring Capital', 'a number of angel investors', 'Mercy Corps Ventures']",28.0,3.7,Seed,4100000.0,"['Aureline Grange (Co-founder): https://linkedin.com/in/aurelinegrange', 'Frederic Fournier (CEO and Co-founder): https://linkedin.com/in/frederic-fournier-584a614']",True,283376907
0a176093-f02c-4194-afc5-c8a0709f881e,OpenAirlines,Eco-flying software solutions provider,openairlines.com,"Toulouse, France",,,,,,,False,138206849
964f565c-aed1-4e04-b0e8-8c31c836924c,openinvest,ESG investing platform,,,,,,,,,False,Not in Affinity
bd4eff28-68ca-4460-a88f-8d9b83f24a83,opensolar,Solar design and proposal software company,,,,,,,,,False,Not in Affinity
620698c9-81bd-4a96-a429-de0b469584d1,OpenTug,Maritime logistics software platform,opentug.com,"Seattle, Washington","['Stout Street Capital', 'Entrada Ventures', 'SpringTime Ventures']",18.0,20.0,Seed,3100000.0,"['Luciano de la Iglesia (Founder, Software Engineer): https://linkedin.com/in/dluciano', 'Michael Baldwin (Co-Founder): https://linkedin.com/in/michaelmackbaldwin', 'Jason Aristides (Director | Co-founder): https://linkedin.com/in/jason-aristides-73aa0315a']",True,278690220
a66b4212-6ad4-4e8f-9b4c-13101a7dd153,Openvolt,Helps companies track their energy data,openvolt.com,"Dublin, Ireland","['Cavalry Ventures', 'Übermorgen Ventures']",8.0,0.0,Seed,1500000.0,Don O'Leary (Co-Founder & CTO): https://linkedin.com/in/donoleary,True,292668189
539449dd-de60-4d4c-bd52-3ec731291fc0,opibus,Converting diesel and gasoline vehicles into electric ones,,,,,,,,,False,Not in Affinity
19747f67-3d4e-46fc-81dc-e2c525b5b4e5,opna,Carbon project financing platform,,,,,,,,,False,Not in Affinity
9fe0f157-0395-418e-ac9d-e1517b90b2f4,Opo Bio,Cultivated meat company,opobio.com,New Zealand,,,,,,,False,288690813
