id,name,tagline,domain,Location,Employees (Current),Employees: Growth YoY (%),Investment Stage,Last Funding Amount (USD),Investors,LinkedIn Profile (Founders/CEOs),In Energize Affinity,Affinty ID
86963958-f3b5-4cf3-950a-de77c7230eed,dharaksha ecosolutions,Biodegradable packaging material manufacturer,https://dharakshaecosolutions.com/,,,,,,,,False,
17d7a54e-0b2a-4c78-b9c8-dfc28ad4802a,DiaGram,First climate tech venture fund,diagram.kz,Montreal,,,,,,,False,138817519
2c4a1b16-672f-4dcb-99f4-eddf2b8c4aa8,Differential Bio,Biomanufacturing software platform,differential.bio,"Munich, Germany",,,,,,,False,299985742
a6b2c3fb-fb08-4db4-a612-b437eeb83e32,Dig,Cloud data security company,digbuffalo.org,"Tel Aviv, Israel",,,,,,,False,1713792
8be5c2d4-7b4c-4085-a477-bc5c4a03b4cb,Digestiva,Protein digestion enzyme technology developer,digestiva.com,"Davis, CA",,,,,,,False,280237164
338e4b46-9775-41f8-9276-fd0e874ee253,Digma,Designed to monitor and analyze code for risks,digma.io,"Santa Clara, California",,,,,,,False,282335244
85d6403e-ded5-40b9-9d41-4ff622023824,dimension energy,Build community solar projects,https://dimensionenergy.com/,,,,,,,,False,Not in Affinity
2c86c8b3-f354-4a90-84da-6f899a1c90cd,dioxycle,CO2 to ethylene developer,https://www.dioxycle.com/,,,,,,,,False,Not in Affinity
27fffa82-f9cf-45cb-87af-3a570c5511fc,direct-c,Developing oil leak monitoring technology,,,,,,,,,False,Not in Affinity
687eebbe-0cd8-4eb6-a947-6d4377494bd4,directh2,Develop modular hydrogen systems,,,,,,,,,False,Not in Affinity
23746f03-5b0d-4cf7-926e-955fd3a68ecf,discord,Communication platform for gamers,https://discord.com/,,,,,,,,False,Not in Affinity
127e0caa-7d6e-42dc-ae59-c27c28749a15,dishcraft robotics,Cloud dishwashing service,,,,,,,,,False,Not in Affinity
8f70af18-f7fc-4e30-af58-8d00311e9dc6,dispersa,Waste-derived biosurfactants developer,,,,,,,,,False,Not in Affinity
572d24d9-cb63-4ad5-8fb1-23d70f64a564,divert,Data-enabled waste diversion platform,,,,,,,,,False,Not in Affinity
04d7cca5-ebf9-4db1-a130-5eadfc4f7a66,divigas,Startup developing membranes for hydrogen separation,,,,,,,,,False,Not in Affinity
4866a34d-6e78-4a89-8ef3-2d093a5a8b46,divirod,Flood management and water risk analytics company,,,,,,,,,False,Not in Affinity
0c112ce7-e451-4ead-bdce-64badebaaa53,dna script,Enzymatic DNA synthesis technology developer,https://www.dnascript.com/,,,,,,,,False,Not in Affinity
ad1acebb-d379-4cb9-bb9d-a442078b027c,do good foods,Food-waste elimination startup,,,,,,,,,False,Not in Affinity
49dbcff1-445d-4e87-b9af-97aca878f75b,doconomy,Financial technologies for environmental impact tracking,https://doconomy.com/,,,,,,,,False,Not in Affinity
371b3ff0-2b81-41be-9a49-179f1c4edb85,domatic,Building power and automation system,,,,,,,,,False,Not in Affinity
feb5870f-729c-4456-a9ee-1f2591e8847d,domna,Help landlords implement retrofits and upgrades for energy-inefficient buildings,https://www.domna.com/,,,,,,,,False,Not in Affinity
5a342736-1e88-48e3-b1b4-4764d3bbfd69,doppler,Data encryption and management platform,https://www.doppler.com/,,,,,,,,False,Not in Affinity
