id,name,tagline,domain,Location,Employees (Current),Employees: Growth YoY (%),Investment Stage,Last Funding Amount (USD),Investors,LinkedIn Profile (Founders/CEOs),In Energize Affinity,Affinty ID
3760a3e9-d4fb-4080-a812-4ac2a907b471,the mit sloan school of management,Focus on climate policy,https://mitsloan.mit.edu/,,,,,,,,False,
8159dba6-b4f9-432b-ba88-837e7dbf115a,the new york state common retirement fund,Climate Transition Index fund,,,,,,,,,False,
ce0051c5-e154-448c-abf4-0033da926010,the not company,Plant-based meat and dairy producer,https://www.notco.com/,,,,,,,,False,
a8d944b5-edca-47b8-8ee3-2d23f22bb591,The Nuclear Company,Large-scale nuclear power plants using existing reactor designs,thenuclearcompany.com,"Lexington, Kentucky",25.0,212.5,,53519400.0,,,True,293366656
2b973a7c-1e16-4e92-b419-c42048738bc9,the oman investment authority,Future Fund Oman for large-scale projects,,,,,,,,,False,
5583b6df-fef5-4bef-ba02-6e76c0b9c81c,The Protein Brewery,Maker of non-animal-based proteins,theproteinbrewery.nl,Netherlands,,,,,,,False,263598957
ae0d990c-e204-47bb-8d20-671c3caf09a3,The Rounds,Zero-waste delivery and refill service for household items,therounds.com,"Philadelphia, PA",,,,,,,False,1696461
548507e1-c550-4aa5-b484-ff56097b5494,The Routing Company,Startup building routing and vehicle management solutions for transit providers,theroutingcompany.com,"Boston, Massachusetts",39.0,-7.14,Seed,5000000.0,The Engine,Menno van der Zee (Co-Founder): https://linkedin.com/in/mennovanderzee,True,223896112
60bd8bef-da0d-4bca-974e-74a4f78128a2,The Ugly Company,Startup upcycling ugly fruit into snacks,theugly.company,"Farmersville, CA",,,,,,,False,279105556
c8bc36da-5f78-4588-ad79-612d9e60357d,The Upright Project,Impact measurement platform,uprightproject.com,"Helsinki, Finland",48.0,17.07,Seed,5000000.0,First Fellow Partners,Juha Saarnilampi (Co-Founder): https://linkedin.com/in/juhaveps,True,220093951
f7e66b46-16b4-46e1-89ca-7dc1993cd3ff,The Westly Group,"Invest in seed-stage companies across climate, energy, and industry",westlygroup.com,"Menlo Park, CA",21.0,-4.55,Seed,100000000.0,,,True,1526960
966d5b23-e714-4b00-a058-f0a13cf69184,The Yield,IoT agricultural technology startup,theyield.com,Sydney,,,,,,,False,17375714
791ae1c4-baae-4271-821a-01895230160c,theion,Advanced lithium-sulfur batteries,,,,,,,,,False,Not in Affinity
6a2f0573-e84b-4ad4-88a7-2f763979c487,therma,Manages and monitors temperature and eliminates energy waste,,,,,,,,,False,Not in Affinity
81d284c9-0af5-465c-a476-5f4e33e04442,thestorage,Sand-based industrial heat batteries,,,,,,,,,False,Not in Affinity
5dd75a34-702d-4bf9-97e6-82a72cf6133e,theta lake,Cybersecurity and compliance solutions for video conferencing software,https://www.thetalake.com/,,,,,,,,False,Not in Affinity
2aede79d-26a2-4dc8-916b-3b3b73dfd23d,thiozen,Clean hydrogen production from waste streams,https://www.thiozen.com/,,,,,,,,False,Not in Affinity
02dd5b3f-ec1e-4152-bf9d-007bf43def1b,third wave automation,Machine learning company,,,,,,,,,False,Not in Affinity
32b3209d-54ee-4f25-a3ce-7bb045dfdb60,this,Plant-based food maker,https://this.co.uk/,,,,,,,,False,Not in Affinity
