id,name,tagline,domain,Location,Employees (Current),Employees: Growth YoY (%),Investment Stage,Last Funding Amount (USD),Investors,LinkedIn Profile (Founders/CEOs),In Energize Affinity,Affinty ID
2f63f63c-0875-4a26-91d9-617c64746524,Oishii Farm,Strawberry vertical farming developer,oishii.com,"Jersey City, New Jersey",116.0,3.57,Series B,134000000.0,Bloom8,Hiroki Koga (Co-Founder & CEO): https://linkedin.com/in/hirokikoga,True,223153357
8c3f3a74-e895-4cd5-bced-1413c1a4a72b,Ojjo,Manufacturing solar energy foundation systems,ojjo.com,"San Rafael, California",14.0,-65.85,Series C,40000000.0,James Wallis,"Daniel Flanigan (Co-Founder & Chief Operating Officer at Ojjo, Inc.): https://linkedin.com/in/danielpflanigan",True,262765000
756d4aee-f9b4-4382-b397-0c7d8093355c,OKA,Insurance provider for voluntary carbon markets,oka.com,"Park City, UT",,,,,,,False,1630587
630546d0-0074-471b-9d8f-680f19fae4ee,Okify,Utility interface software platform,okify.es,"Barcelona, Spain",,,,,,,False,223155216
17710cdd-809e-4f9a-917c-2e5ba690b9fd,Oklo,Small modular reactors developer,oklo.com,"Sunnyvale, California",109.0,31.33,Public Markets,,Sam Altman,Jacob DeWitte (CEO and Co-Founder): https://linkedin.com/in/jacob-dewitte-90062132,True,1672776
59b3db7a-5459-4076-ae2d-96446ab94fdf,Okra Solar,Solar home systems provider for electrifying off-grid households,okrasolar.com,"None, Australia",42.0,5.0,Series A,12000000.0,Autodesk Foundation,Damian Veling (Co-Founder / CTO): https://linkedin.com/in/damianveling,True,212183985
c4a41cb6-d26b-4b6e-8cc6-6c47387e4e02,Ola Electric ,Indian electric vehicle maker,olaelectric.com,India,,,,,,,False,220430828
1e2233d2-8c7c-47bc-8a99-2052c88eee62,Olea Edge Analytics,Edge computing company focused on the water utility industry,oleaedge.com,"Bee Cave, Texas",21.0,-4.55,Series C,35000000.0,Renewal Funds,David Pearce (Co-founder and board observer): https://linkedin.com/in/david-pearce-71b91b3,True,118760101
e2c805df-137a-4089-97cc-ec09a685bc7f,olocopter,Battery-powered aviation startup,,,,,,,,,False,
2a7fba0f-5a63-4e71-8d6c-92daa1cbe99e,Olokun Minerals,Brine mineral mining company,olokunminerals.com,"Los Angeles, CA",,,,,,,False,286228179
533b8052-647d-45ff-9ba8-a6d2511eaa66,OlsAro,More resilient wheat crop varieties,olsaro.com,"Goteborg, Sweden",,,,,,,False,285996995
710b31d3-8545-47e6-b818-b0269f07e786,Olyns,Recycling and retail media solutions company,olyns.com,"Campbell, California",16.0,23.08,Series A,4000000.0,Vanedge Capital,Philip Stanger (Founder / CEO): https://linkedin.com/in/philip-stanger-34624532,True,225204226
8cc57a2c-08ca-47b1-8dfa-34f137f896f6,Omeat,Producer of cultured meat from fungi,omeat.com,"Los Angeles, CA",,,,,,,False,291822977
92ab1d81-9e42-4106-b0a8-029fdca456cb,Omnevue,ESG performance reporting platform,omnevue.com,"London, UK",,,,,,,False,290889052
f76b15b1-95c2-46d5-958c-a5cf364c77e5,Omnidian,Developer of solar management and monitoring software,omnidian.com,"Seattle, Washington",239.0,4.82,Series C,87000000.0,Alumni Ventures,"Katelin Breck (Co-Founder, WeGu - Omnidian's DEI Group): https://linkedin.com/in/katelin-breck-50534298",True,114273314
0a5b872e-8b38-4a07-84c7-1233ed89a53e,Omnitron Sensors,Microelectromechanical systems sensors for autonomous vehicles,omnitronsensors.com,Los Angeles,,,,,,,False,225099113
0b5f0460-d298-4e12-b2d7-934555f5edfe,On.Energy,Energy storage developer,on.energy,"Miami, FL",92.0,-5.15,Debt,25000000.0,Phalanx Investment Partners,,True,291694155
184cddb0-7fea-4508-8581-889a8747c48d,One Click Lca,End-to-end sustainability software platform,oneclicklca.com,"Helsinki, Finland",194.0,4.3,Other,43779200.0,PSG Equity,Panu Pasanen (CEO & Decarbonization Evangelist): https://linkedin.com/in/panupasanen,True,219982320
ea4c5389-1153-4009-8cb5-8d98c476b380,One Concern,Platform to model responses to natural disasters,oneconcern.com,"Menlo Park, California",24.0,-27.27,Other,45000000.0,Scott Sandell,Nicole Hu (Chief Technology Officer and Co Founder): https://linkedin.com/in/nicolehu1c,True,1808190
72f8e967-6958-4948-b16b-004d12a102a8,One Energy,Wind energy development business,oneenergy.com,"Findlay, OH",,,,,,,False,205545698
7d78c80d-988b-4f68-9a4f-d01547b5bc6f,ONE MOTO,Provider of last-mile delivery EVs,one-moto.com,"London, UK",,,,,,,False,222199264
f6922645-0442-4a51-b413-b9b1db7a3673,onebeat,Inventory management platform,,,,,,,,,False,Not in Affinity
28c5f9b0-ed20-4375-9b1b-3832efc91895,oned battery sciences,Enhancing the life of EV batteries,https://www.onedbattery.com/,,,,,,,,False,Not in Affinity
d5510208-de12-4eb9-835e-0ae9afeba25d,onego bio,Precision fermentation technologies for making fermented egg protein,https://onego.bio/,,,,,,,,False,Not in Affinity
8938d46b-6410-4774-b8f7-ef19491fa918,oneka technologies,Wave-powered desalination technology provider,,,,,,,,,False,Not in Affinity
ed2a5a55-205c-45c9-a5bd-428d162f9c92,onepak,Logistics and returns platform,https://www.onepak.com/,,,,,,,,False,Not in Affinity
0828aa38-a733-49a9-9c80-c0c396060d3b,oneplanet,Solar panel recycling services provider,https://oneplanet.com/,,,,,,,,False,Not in Affinity
81484294-6726-4672-9662-a2f56879e1fb,oneplanet solar recycling,Solar panel recycler,,,,,,,,,False,Not in Affinity
2d53b2e7-7890-47fa-a572-f78f380c7998,onerail,Manage and optimize last-mile deliveries,https://www.onerail.com/,,,,,,,,False,Not in Affinity
decff985-99c6-460b-9241-3ea8a35afbc6,onethird,Food waste reduction company,,,,,,,,,False,Not in Affinity
7320ca69-6674-460a-8669-791920cf70fc,onetrust,Trust intelligence platform including an ESG offering,https://www.onetrust.com/,,,,,,,,False,Not in Affinity
33cb13e0-46c0-45b5-a926-22582c05ff08,onfly,Corporate travel and expense management software platform,https://www.onfly.com.br/,,,,,,,,False,Not in Affinity
b35028e4-8503-4471-81a7-5efd1346ab2a,onsemble,Home appliance electrification platform,https://onsemble.com/,,,,,,,,False,Not in Affinity
b19c9d07-9ebe-4afa-b67d-4c5f8b42f8ef,onsight technology,Solar asset monitoring service,,,,,,,,,False,Not in Affinity
64b7d0b1-6e2a-4330-a20e-19309ea48207,onsiteiq,Visual documentation and risk assessment platform for construction projects,,,,,,,,,False,Not in Affinity
e3147646-9298-48c9-ae81-cfb8a5e6ebc3,onto,EV subscription startup,,,,,,,,,False,Not in Affinity
