id,name,tagline,domain,Location,Employees (Current),Employees: Growth YoY (%),Investment Stage,Last Funding Amount (USD),Investors,LinkedIn Profile (Founders/CEOs),In Energize Affinity,Affinty ID
a7889d3b-913f-4b5a-9324-df94d074d407,Robigo,Provider of a biopesticide crop protection platform,robigo.bio,"Cambridge, Massachusetts",17.0,-5.56,Seed,6850000.0,Congruent Ventures,Jai Padmakumar (Co-Founder | Chief Scientific Officer): https://linkedin.com/in/jai-padmakumar,True,283871267
a8c1c0ff-7543-43af-b6d5-90ed745cf9ac,RoboForce,Automation of workforce manufacturer,roboforce.ai,"Milpitas, CA",,,,,,,False,293618471
881bbc80-6124-45b6-a6ba-b167cdd4aa68,Robotic Research,Autonomous mobility and robotics software company,roboticresearch.com,"Clarksburg, MD",,,,,,,False,136337640
885562dc-a618-4996-9aad-e55afeece3c6,Robust International,Agricultural commodity export platform,robust-international.com,"Singapore, Singapore",,,,,,,False,298583583
7fa54e8b-b63c-4c98-969d-76b0d58ec9b1,Rock Rabbit,Software for managing energy rebates,rockrabbit.ai,"San Francisco, California",18.0,80.0,,22950.0,,,True,291213358
eb519627-f663-4741-a9b3-65a16650fb3f,rockaway ventures,Invest in late-seed and Series A startups in energy and defense,https://rockawayventures.com/,,,,,,,,False,
3a26eddf-4724-41ca-820f-699d4278c293,ROCSYS,Developer of robotic EV charging solutions,rocsys.com,"Delft, Netherlands",,,,,,,False,224627447
70fa5b1f-d51b-4331-b02f-e9041dc1cb60,ROD Radar,Developing sensors for avoiding damages to underground utilities,rodradar.com,Israel,,,,,,,False,208428524
43e09c24-a141-40a4-a056-c09ec019fe7d,roetz,Circular bicycle brand,https://roetz.com/,,,,,,,,False,
76747dc6-23f6-45ae-8121-40827cb97c3f,romco,Metals recycling startup,,,,,,,,,False,
102eed06-d991-43b7-a776-d24cd1884254,romeo power technology,Provider of sustainable power systems for electric vehicles,,,,,,,,,False,
4689cd60-fe74-40a2-b10a-aba789c09178,romeo systems,Electric battery company merging with a SPAC,,,,,,,,,False,
69273fb5-7fe2-49a0-9151-8cb6e4e13f91,Rondo Energy,Low-carbon industrial heat through thermal radiation developer,rondo.com,"Oakland, California",101.0,13.0,Other,60000000.0,Breakthrough Energy Ventures,John O'Donnell (CEO): https://linkedin.com/in/j-o-donnell,True,286350609
98f08d44-05d7-4590-92f3-91d1561b11c6,Roofit.solar,Rooftop solar company,roofit.solar,"Tallinn, Estonia",,,,,,,False,263191869
67301ea4-d830-4d19-8d85-d10cb03774ed,root,Software to track emissions in food supply chains,https://www.root.com/,,,,,,,,False,Not in Affinity
9f122141-6da3-4f97-b75a-eaab541feb27,root ai,Building produce-picking robots,,,,,,,,,False,Not in Affinity
a75e24df-971e-4b06-97d8-3ce8ac103fd6,rootai,Robotics-ag startup acquired by Appharvest,,,,,,,,,False,Not in Affinity
6f065247-1eab-4e09-9dd4-7faa03b56e56,rootwave,Electric weed-killing technology,https://www.rootwave.com/,,,,,,,,False,Not in Affinity
9b7f710c-83b2-477e-9c62-19419ad680e7,ros,Company recycling photovoltaic panels,,,,,,,,,False,Not in Affinity
149405ad-cde0-4f8c-9e72-178d0928a897,roslin technologies,Providing animal cell lines for cultivated meat production,,,,,,,,,False,Not in Affinity
6b62b283-9473-48c6-8049-99d8dc9df749,rosy soil,Sustainable soil company,,,,,,,,,False,Not in Affinity
08e3adc4-2048-46fb-bf76-09d5f4e7a3e4,route,Product tracking software company,,,,,,,,,False,Not in Affinity
e242bbf5-e4bd-4da3-bf6b-3f94decbd346,route reports,Infrastructure data software platform for roads and rail,https://www.routereports.com/,,,,,,,,False,Not in Affinity
d4212b64-3ddc-4666-8557-7504ba6cf0e1,rowan digital infrastructure,Sustainable data center development,,,,,,,,,False,Not in Affinity
29576975-4225-4731-9fea-3b5dbf2f345c,rplus energies,Renewables development business,,,,,,,,,False,Not in Affinity
