id,name,tagline,domain,Location,Employees (Current),Employees: Growth YoY (%),Investment Stage,Last Funding Amount (USD),Investors,LinkedIn Profile (Founders/CEOs),In Energize Affinity,Affinty ID
7934da59-efbc-43f8-ae99-efe74160e5c3,Futraheat,High-temperature heat pumps provider,futraheat.com,"Surbiton, United Kingdom",,,,,,,False,283914183
3adf3aa5-8cb6-41a5-9739-89dcae7c0a38,Future,Debit-card company providing cash incentives for carbon footprint reductions,futureplc.com,"Silver Springs, Maryland",,,,,,,False,1604094
e8702346-db46-4d58-a7df-55baeb85336c,Future Energy Ventures,Venture capital platform created by E.ON investing in the energy landscape,fev.vc,,19.0,5.56,Investment Fund,65109000.0,The European Investment Fund,"Parsia Tayyebi 🌿 (Co-Founder, Senior Consultant): https://linkedin.com/in/parsiatayebi",True,263706745
7cc50ce2-1b5d-4dc8-a6b0-03a32e66eb80,Future Farm,Alternative protein producer,futurefarmtech.com,Brazil,,,,,,,False,148155329
fddb5613-98ab-4baf-9759-9c1f5334a2ee,Future Fields,Protein biomanufacturing using fruit flies,futurefields.io,"Edmonton, Canada",36.0,-2.7,Seed,11200000.0,Milad Alucozai of BoxOne Ventures,Matt Anderson-Baron (Chief Executive Officer): https://linkedin.com/in/mattandersonbaron,True,223816829
ffdc84ef-554e-490b-a5de-fdc081a3bedc,Future Meat Technologies,Plant-based meat producer,future-meat.com,Israel,,,,,,,False,152819982
78a9fca4-ac1e-45ea-b0bf-447c4c311be1,FutureProof Technologies,Climate risk analytics platform,futureprooftechnologies.net,"San Diego, CA",,,,,,,False,291870310
45bf714f-8123-4a43-aa81-06773e59a906,Fuuse,EV charging operating software company,fuuse.io,"Lancaster, United Kingdom",84.0,25.37,Series A,8700000.0,YFM Equity Partners,Michael Gibson (CEO): https://linkedin.com/in/michaelgibsonmiralis,True,283684906
d31d351e-e4bd-4404-bbe8-d3a6cc9aeaf1,fyto,Aquatic plant science automation,https://www.fyto.com/,,,,,,,,False,Not in Affinity
cc0d77ef-b168-47c4-955c-ad897ee04813,g2 reverse logistics,Reverse logistics technologies,,,,,,,,,False,Not in Affinity
5d356906-31ed-4c5d-ba7d-ff066b3f787d,ga drilling,Ultra-deep plasma geothermal drilling company,https://gadrilling.com/,,,,,,,,False,Not in Affinity
9641ce03-51ee-451d-b454-54602eedb544,gable.ai,Collaboration platform for software and data developers,,,,,,,,,False,Not in Affinity
9bb5c92e-8746-421f-abfb-2ae4261816da,gaeastar,Reusable clay cup producer,https://gaeastar.com/,,,,,,,,False,Not in Affinity
01166829-9dfc-436b-8ece-6d53ae097e8a,gaia biomaterials,Bioplastics developer,,,,,,,,,False,Not in Affinity
0ef35275-d4de-4f4d-af43-ba1baac10396,gaiascope,Wholesale electricity price forecasting startup,,,,,,,,,False,Not in Affinity
10a81e0e-7f40-47fa-8d5f-66eecd12ec7b,galatea technologies,Waste management logistics software for the oil and gas industry,,,,,,,,,False,Not in Affinity
0acf3378-19dc-4d11-8a3b-07bec9c4e721,galley solutions,Foodtech software platform,,,,,,,,,False,Not in Affinity
8e856cb7-d8b5-449b-b538-aa42ab9392bf,galttec,Solid oxide fuel cells for portable energy,https://www.galttec.com/,,,,,,,,False,Not in Affinity
1ebe1cd7-826c-439f-bee8-d33db000d195,galvanick,Industrial infrastructure cybersecurity,https://galvanick.com/,,,,,,,,False,Not in Affinity
32a2d8b7-a0eb-4f95-a522-c2c0f4dfe85c,galway sustainable capital,Sustainable infrastructure investment firm,,,,,,,,,False,Not in Affinity
63031e39-0e98-4534-af23-19f5260d7369,galy,Make cultivated cotton from plant cells,https://galy.com/,,,,,,,,False,Not in Affinity
da63f79e-e63f-40a2-9cd1-fb1efd3e5812,gamaya,Agricultural tech company,https://www.gamaya.com/,,,,,,,,False,Not in Affinity
5a107551-3df6-4c29-b6ac-53f563e3c800,garden,Open-sourced development automation platform,,,,,,,,,False,Not in Affinity
786c4582-b8b4-4db3-b1f4-8f6d43880ddb,gardyn,Way to grow food indoors and at home,,,,,,,,,False,Not in Affinity
c9dd05a0-b5ae-4e94-9a99-791e50f9852f,garuda aerospace,Drone-as-a-solution startup aimed at increasing efficiency in production,,,,,,,,,False,Not in Affinity
3f4b9bd3-367b-4a45-ae04-6e93c5596a5e,gather ai,Developer of computer vision and AI-powered warehouse inventory technology,https://www.gather.ai/,,,,,,,,False,Not in Affinity
7741637a-05ae-481c-84da-f46579ed3a24,gatik,Making autonomous vehicles for business-to-business short-haul logistics,https://gatik.ai/,,,,,,,,False,Not in Affinity
dea74bcc-9240-4328-acfc-c1ace54a0c9c,gaussion,Battery technology company,,,,,,,,,False,Not in Affinity
03301d63-95ab-48bf-a706-79d484fc8c7b,gavan,Make sustainable plant-based butter alternatives,,,,,,,,,False,Not in Affinity
1a601c97-051d-4f49-9d81-bebc9252ded2,gazelle wind power,Make floating platforms for offshore wind turbines,https://www.gazellewindpower.com/,,,,,,,,False,Not in Affinity
45a99e5d-eab4-476a-9902-99ed0e01995b,gdi,Developer of silicon anodes for lithium-ion batteries,,,,,,,,,False,Not in Affinity
ca6f25b8-cb65-46a9-84a8-46b89d58c105,gecko robotics,Robots and software for infrastructure inspection,https://www.geckorobotics.com/,,,,,,,,False,Not in Affinity
1e6cff0d-78fb-4261-a804-061579e8045f,gef capital,Private equity focused on climate investment,https://gefcapital.com/,,,,,,,,False,Not in Affinity
8c36c144-1fbc-47c6-b54a-7d81e9073286,geltor,Bio design startup making animal-free proteins,,,,,,,,,False,Not in Affinity
1da803f8-1fe3-4f22-9676-006e5c81e645,genecis,Startup developing compostable plastic from waste,,,,,,,,,False,Not in Affinity
49167964-1adf-4afc-9330-7b4e066f5af4,genecis bioindustries,Turning food waste into compostable plastics,,,,,,,,,False,Not in Affinity
c723f470-7901-40b1-8b58-48e005ea90f1,genemod,Workspace collaboration software platform for biopharma research,https://www.genemod.com/,,,,,,,,False,Not in Affinity
1f853931-f9d3-42bc-ba20-389656593a8d,general catalyst,Exploring an IPO to become the first U.S. venture capital firm to go public,,,,,,,,,False,Not in Affinity
dc451c1a-5837-4a4d-ba87-91d1b8f57b18,general fusion,Magnetized Target Fusion (MTF) nuclear energy developer,,,,,,,,,False,Not in Affinity
72baef3b-b769-477d-b3c0-ace4b7bfba3e,general galactic,Capture CO2 from the air and make synthetic methane,,,,,,,,,False,Not in Affinity
10548cbf-125c-4a75-baf4-ec767ba4c006,general matter,Producing high-assay low-enriched uranium fuel,https://generalmatter.com/,,,,,,,,False,Not in Affinity
5ddfe109-e491-42f4-8101-114c970040da,generate capital,Credit facility for cleaner energy assets,https://generatecapital.com/,,,,,,,,False,Not in Affinity
b4988173-c6b8-47cf-90f7-7b159c4e3061,generative engineering,Developer of software for modeling and testing designs,,,,,,,,,False,Not in Affinity
001b8210-40a2-4519-92ca-272d5a17de44,genia bioenergy,Biogas projects company,,,,,,,,,False,Not in Affinity
19edca06-d2c6-4027-9957-2d6e441094a3,genial care,Autism care company,,,,,,,,,False,Not in Affinity
d5067b2c-316a-4507-bdbe-c4b0a1e3a5f8,genlogs,Helps freight and logistics operators analyze data,,,,,,,,,False,Not in Affinity
bfa59dd9-0c25-4bc0-ba30-75ad8e58e899,genomatica,Maker of sustainable materials,,,,,,,,,False,Not in Affinity
37f09acd-343d-4760-8c52-e878e339fa72,gently,Second-hand clothing platform,,,,,,,,,False,Not in Affinity
39c47631-016e-4100-ba8e-7fa543898213,genus power infrastructure,Smart meter solutions provider,,,,,,,,,False,Not in Affinity
457265fc-f726-4517-aba1-83f6e62388aa,geologicai,Rock and resource digitization services,,,,,,,,,False,Not in Affinity
fcf78598-4042-4566-b166-55c841dc8962,geopura,Producer of hydrogen-based zero emission fuels,https://geopura.com/,,,,,,,,False,Not in Affinity
5661aa19-8668-4a84-9b80-82b20cebb8af,geothermal engineering limited,Geothermal plants operator and developer,https://www.geothermalengineering.co.uk/,,,,,,,,False,Not in Affinity
2b031811-9040-4657-be58-eb1e3c08d929,geox,Analyze climate-related real estate risks,https://www.geox.com/,,,,,,,,False,Not in Affinity
1b051201-be77-4ace-9888-352df999edca,gethenry,Provider of electric last-mile delivery bikes,,,,,,,,,False,Not in Affinity
15f0d01a-70e4-4af4-9786-29c016f1cc06,getmobil,Refurbished and recycled electronics marketplace,https://www.getmobil.com/,,,,,,,,False,Not in Affinity
8c05b33f-98c5-4a64-8610-7202fe3ee76f,ghgsat,Satellite-based emissions monitoring platform,https://ghgsat.com/,,,,,,,,False,Not in Affinity
826555da-2d88-436d-8a52-37f44ed82b57,giga storage,Large-scale energy storage developer,giga-storage.com,,,,,,,,False,Not in Affinity
42f6484e-06cd-4bc2-9be5-f42d75626ba7,gigacrop,Photosynthesis advancement company,https://www.gigacrop.com/,,,,,,,,False,Not in Affinity
5b3a46ca-070f-4a26-a98b-6cc3b47a1dfa,giraffe financial,IRA tax credits platform,,,,,,,,,False,Not in Affinity
aece5d41-e50e-4d39-8a6e-28c89044640b,girasole energies,Independent producer of photovoltaic electricity,,,,,,,,,False,Not in Affinity
49978896-3bd1-488d-bccb-1632eb766016,gireve,Connects mobility stakeholders with EV charging stations,https://gireve.com/,,,,,,,,False,Not in Affinity
e11f6bb0-0d5a-4348-976b-d20f2eb45c15,gitlab,Remote web-based development operations company,,,,,,,,,False,Not in Affinity
d6388c33-6e52-4b1d-81dc-3c2019b6266d,glacier,AI-powered robots to automate the sorting of recyclables,,,,,,,,,False,Not in Affinity
a8995454-77f9-4d27-9399-916a03534264,glassdome,Regulatory compliance and emissions tracking platform for manufacturers,,,,,,,,,False,Not in Affinity
8e00e7e8-86de-4605-937d-7d5d6fa607ec,glasspoint,Solar thermal provider for industrial decarbonization,https://www.glasspoint.com/,,,,,,,,False,Not in Affinity
023a496d-e9f0-49bc-b4b2-1fd87cf22152,glimpse,Battery quality monitoring solutions,,,,,,,,,False,Not in Affinity
45bd529a-45e2-4d4e-b95a-e34ac90d54c2,glint solar,Software for assessing sites for solar energy projects,https://glintsolar.com/,,,,,,,,False,Not in Affinity
3813832f-cfba-4e0b-a7df-cea45b516299,global sea mineral resources,Deep sea mineral exploration company,,,,,,,,,False,Not in Affinity
3a974dd2-56d9-4d2b-9d08-d8e47f7f3d4e,global surface intelligence,Utilizing satellite data to provide forestry analytics,,,,,,,,,False,Not in Affinity
bde2ff1c-a2d6-45ce-b409-d57fec74a090,global thermostat,Direct air capture company,,,,,,,,,False,Not in Affinity
e2830985-ad6c-4160-a33e-0b8baa6426f2,glowb,Residential solar startup,,,,,,,,,False,Not in Affinity
0861c104-fe7a-400a-a0b0-589db4a86e28,gnt,Invests in plant-based food challenges,,,,,,,,,False,Not in Affinity
8b43df82-24c4-46c9-815e-3468f2508e02,go eve,Rapid EV charging provider,,,,,,,,,False,Not in Affinity
4e884325-69d3-4c2a-905b-c0ed08a55326,go to-u,EV digital experience platform,,,,,,,,,False,Not in Affinity
ab27678c-6365-43ed-a435-acb9d9955d48,gobolt,Sustainable supply chain network developer,,,,,,,,,False,Not in Affinity
655144e9-c476-4dfc-9fce-1c5cd393259b,goegonetwork,EV charging infrastructure solution provider,,,,,,,,,False,Not in Affinity
